url,score
https://www.nytimes.com/2018/03/30/world/europe/russia-expels-diplomacy.html,0.60644215
https://www.nytimes.com/2018/03/30/world/middleeast/syria-us-coalition-deaths.html,0.48554328
https://www.nytimes.com/video/opinion/columnists/100000005824758/ann-coulter-says-president-trump-is-failing.html,0.4829232
https://www.nytimes.com/2018/03/30/technology/silicon-valley-trump.html,0.4221562
https://www.nytimes.com/2018/03/29/business/media/david-pecker-trump-saudi-arabia.html,0.39406136
https://www.nytimes.com/2018/03/30/opinion/ann-coulter-trump-former-trumpers.html,0.3772229
https://www.nytimes.com/2018/03/30/world/asia/donald-trump-north-korea-south.html,0.35147908
https://www.nytimes.com/2018/03/29/business/media/roseanne-ratings-trump.html,0.34198448
https://www.nytimes.com/2018/03/29/us/politics/trump-national-enquirer-david-pecker.html,0.33501136
https://www.nytimes.com/2018/03/30/business/economy/trade-nafta-union-pacific.html,0.3331379
