url,score
https://www.nytimes.com/aponline/2018/03/25/technology/ap-us-tec-facebook-data-collection-ads.html,1.1992394
https://www.nytimes.com/aponline/2018/03/25/technology/ap-us-tec-facebook-data-collection-ads-the-latest.html,0.007149869
https://www.nytimes.com/aponline/2018/03/25/technology/ap-us-tec-facebook-data-collection-android.html,0.006179454
https://www.nytimes.com/reuters/2018/03/25/technology/25reuters-india-dataprotection-politics.html,0.0060326173
https://www.nytimes.com/reuters/2018/03/25/business/25reuters-facebook-cambridge-analytica-apology.html,0.004204851
https://www.nytimes.com/aponline/2018/03/25/technology/ap-us-tec-facebook-data-collection.html,0.0041507604
https://www.nytimes.com/reuters/2018/03/25/business/25reuters-facebook-data-history.html,0.0038446733
https://www.nytimes.com/reuters/2018/03/25/technology/25reuters-usa-facebook-poll.html,0.0024799877
https://www.nytimes.com/reuters/2018/03/25/business/25reuters-usa-stocks-fang-analysis.html,0.0020101105
https://www.nytimes.com/2018/03/25/arts/television/mike-judge-silicon-valley.html,0.0017184603
