url,score
https://www.nytimes.com/reuters/2018/03/26/world/europe/26reuters-mideast-crisis-syria-warcrimes.html,0.31617686
https://www.nytimes.com/reuters/2018/03/26/world/europe/26reuters-eu-turkey-tusk.html,0.003590081
https://www.nytimes.com/reuters/2018/03/26/world/europe/26reuters-eu-turkey-tusk-juncker.html,0.0030572359
https://www.nytimes.com/reuters/2018/03/26/world/europe/26reuters-britain-russia-may-exposure.html,0.0030554263
https://www.nytimes.com/reuters/2018/03/26/world/europe/26reuters-britain-russia-may.html,0.003054975
https://www.nytimes.com/reuters/2018/03/26/world/europe/26reuters-mideast-crisis-syria-ghouta.html,0.002682461
https://www.nytimes.com/aponline/2018/03/26/world/asia/ap-as-australia-syria.html,0.0022395377
https://www.nytimes.com/reuters/2018/03/26/world/europe/26reuters-eu-turkey-erdogan.html,0.0021982535
https://www.nytimes.com/aponline/2018/03/26/world/middleeast/ap-ml-syria.html,0.00219797
https://www.nytimes.com/2018/03/26/opinion/russia-sanctions-banks.html,0.002164652
