url,score
https://www.nytimes.com/2018/03/31/us/california-pardon-immigrants.html,0.42378774
https://www.nytimes.com/interactive/2018/03/30/opinion/gail-collins-april-fools-quiz.html,0.41803992
https://www.nytimes.com/aponline/2018/03/31/us/ap-us-california-pardons-trump.html,0.3122354
https://www.nytimes.com/aponline/2018/03/31/us/ap-us-melania-trump.html,0.27253577
https://www.nytimes.com/reuters/2018/03/31/business/31reuters-amazon-com-trump.html,0.26887342
https://www.nytimes.com/aponline/2018/03/31/us/politics/ap-us-fact-check-week.html,0.2634071
https://www.nytimes.com/reuters/2018/03/30/world/middleeast/30reuters-usa-trump-syria-wsj.html,0.25936255
https://www.nytimes.com/aponline/2018/03/30/us/politics/ap-us-supreme-court-microsoft-searches.html,0.24923186
https://www.nytimes.com/aponline/2018/03/31/us/politics/ap-us-trump-amazon.html,0.2476497
https://www.nytimes.com/reuters/2018/03/31/world/middleeast/31reuters-usa-trump-syria.html,0.21237865
