url,score
https://www.nytimes.com/2018/03/25/us/politics/trump-digenova-toensing.html,0.54751766
https://www.nytimes.com/2018/03/25/opinion/trump-bolton-allies-enemies.html,0.43794745
https://www.nytimes.com/2018/03/25/business/stormy-daniels-donald-trump.html,0.32679793
https://www.nytimes.com/aponline/2018/03/25/world/middleeast/ap-ml-israel-settlements.html,0.3035615
https://www.nytimes.com/aponline/2018/03/25/us/politics/ap-us-trump-fox.html,0.28925705
https://www.nytimes.com/aponline/2018/03/25/us/ap-us-trump.html,0.26864243
https://www.nytimes.com/aponline/2018/03/25/us/politics/ap-us-trump-porn-star.html,0.2676104
https://www.nytimes.com/2018/03/25/us/politics/richard-grenell-germany-ambassador-confirmation-trump.html,0.26475334
https://www.nytimes.com/aponline/2018/03/25/us/ap-us-trump-russia-probe.html,0.25894055
https://www.nytimes.com/reuters/2018/03/25/world/europe/25reuters-usa-trump-lawyers.html,0.25389373
