url,score
https://www.nytimes.com/aponline/2018/03/28/world/middleeast/ap-ml-syria.html,0.38261163
https://www.nytimes.com/reuters/2018/03/28/world/middleeast/28reuters-mideast-crisis-syria-russia-un.html,0.32892865
https://www.nytimes.com/reuters/2018/03/28/world/europe/28reuters-turkey-security-germany.html,0.32334226
https://www.nytimes.com/2018/03/28/arts/design/fourth-plinth-michael-rakowitz-london.html,0.034147147
https://www.nytimes.com/2018/03/28/world/europe/france-arnaud-beltrame.html,0.03339774
https://www.nytimes.com/reuters/2018/03/28/world/europe/28reuters-hungary-election-residency-syria.html,0.0031417094
https://www.nytimes.com/reuters/2018/03/28/world/europe/28reuters-mideast-crisis-syria-turkey.html,0.0029209272
https://www.nytimes.com/aponline/2018/03/28/world/middleeast/ap-ml-syria-vanquished-rebels.html,0.0022503806
https://www.nytimes.com/aponline/2018/03/28/world/middleeast/ap-ml-syria-return-to-harasta.html,0.0022196656
https://www.nytimes.com/aponline/2018/03/28/world/europe/ap-eu-europe-migrants-the-latest.html,0.0020612366
