url,score
https://www.nytimes.com/2018/03/28/us/politics/rick-gates-trump-campaign-russian-intelligence.html,0.5712534
https://www.nytimes.com/2018/03/28/us/politics/justice-department-carter-page-surveillance.html,0.5274714
https://www.nytimes.com/2018/03/28/us/politics/trump-second-amendment.html,0.44983736
https://www.nytimes.com/2018/03/28/opinion/trump-singapore.html,0.43554968
https://www.nytimes.com/2018/03/27/us/politics/trump-south-korea-trade-deal.html,0.4345791
https://www.nytimes.com/2018/03/28/business/trump-china-world-trade.html,0.3721968
https://www.nytimes.com/aponline/2018/03/28/us/politics/ap-us-trump-guns.html,0.30354
https://www.nytimes.com/aponline/2018/03/28/us/politics/ap-us-trump-russia-probe-pardons.html,0.2955128
https://www.nytimes.com/aponline/2018/03/28/us/politics/ap-us-trump-emoluments-lawsuit.html,0.27515203
https://www.nytimes.com/aponline/2018/03/28/us/politics/ap-us-trump-panama-hotel.html,0.27400735
