url,score
https://www.nytimes.com/2018/03/26/us/politics/trump-silent-stormy-daniels.html,0.62576336
https://www.nytimes.com/2018/03/25/opinion/donald-trump-war.html,0.51612025
https://www.nytimes.com/2018/03/26/arts/television/stormy-daniels-interview-trump.html,0.46950078
https://www.nytimes.com/2018/03/26/opinion/bolton-trump-mustache.html,0.46152964
https://www.nytimes.com/2018/03/26/world/middleeast/iran-nuclear-letter.html,0.3715625
https://www.nytimes.com/2018/03/26/us/politics/trump-rob-porter.html,0.36244622
https://www.nytimes.com/2018/03/26/world/europe/trump-russia-diplomats-expulsion.html,0.34558535
https://www.nytimes.com/2018/03/25/us/politics/elliott-broidy-trump-access-circinus-lobbying.html,0.3303648
https://www.nytimes.com/reuters/2018/03/26/us/26reuters-usa-trump-daniels-defamation.html,0.26483595
https://www.nytimes.com/reuters/2018/03/26/us/politics/26reuters-usa-trump-tweet-factbox.html,0.2523252
