url,score
https://www.nytimes.com/video/world/europe/100000005820820/cambridge-analytica-whistleblower-testifies-in-uk.html,2.1223636
https://www.nytimes.com/2018/03/27/world/europe/whistle-blower-data-mining-cambridge-analytica.html,1.0567058
https://www.nytimes.com/2018/03/27/technology/facebooks-zuckerberg-said-to-agree-to-testify-before-congress-over-data-privacy.html,0.07896029
https://www.nytimes.com/aponline/2018/03/27/world/europe/ap-facebook-privacy-scandal.html,0.009812817
https://www.nytimes.com/reuters/2018/03/27/world/europe/27reuters-facebook-cambridge-analytica-election.html,0.009686295
https://www.nytimes.com/reuters/2018/03/27/business/27reuters-facebook-cambridge-analytica-zuckerberg.html,0.0069690617
https://www.nytimes.com/reuters/2018/03/27/business/27reuters-facebook-cambridgeanalytica-britain.html,0.0067517622
https://www.nytimes.com/reuters/2018/03/27/business/27reuters-facebook-cambridge-analytica.html,0.0065871417
https://www.nytimes.com/aponline/2018/03/27/world/europe/ap-eu-facebook-privacy-scandal-the-latest.html,0.0062156986
https://www.nytimes.com/reuters/2018/03/27/business/27reuters-facebook-cambridge-analytica-britain-zuckerberg.html,0.006063016
