url,score
https://www.nytimes.com/aponline/2018/03/31/us/politics/ap-us-trump-syria.html,0.3892146
https://www.nytimes.com/reuters/2018/03/31/world/middleeast/31reuters-mideast-crisis-syria-britain.html,0.3319442
https://www.nytimes.com/reuters/2018/03/30/world/middleeast/30reuters-usa-trump-syria-wsj.html,0.32918477
https://www.nytimes.com/aponline/2018/03/31/us/politics/ap-us-syria-american-killed.html,0.32416072
https://www.nytimes.com/reuters/2018/03/31/world/middleeast/31reuters-usa-trump-syria.html,0.32130882
https://www.nytimes.com/reuters/2018/03/31/world/europe/31reuters-mideast-crisis-syria-ghouta-deal.html,0.26735756
https://www.nytimes.com/reuters/2018/03/31/world/europe/31reuters-mideast-crisis-syria-ghouta-douma.html,0.26730737
https://www.nytimes.com/2018/03/31/world/middleeast/britain-isis-beatles-syria.html,0.07646272
https://www.nytimes.com/2018/03/31/world/middleeast/syria-idlib-war.html,0.022583934
https://www.nytimes.com/reuters/2018/03/31/world/middleeast/31reuters-lebanon-israel-drone.html,0.0037111328
