url,score
https://www.nytimes.com/reuters/2018/03/27/world/middleeast/27reuters-mideast-crisis-syria-russia-turkey.html,0.32344273
https://www.nytimes.com/aponline/2018/03/27/world/europe/ap-un-united-nations-syria.html,0.3195009
https://www.nytimes.com/reuters/2018/03/27/world/europe/27reuters-mideast-crisis-usa-syria.html,0.25679484
https://www.nytimes.com/2018/03/27/world/europe/france-arnaud-beltrame.html,0.070034035
https://www.nytimes.com/2018/03/27/magazine/rania-abouzeid-syrian-war.html,0.064152196
https://www.nytimes.com/aponline/2018/03/27/world/europe/ap-eu-italy-terrorism.html,0.0030987647
https://www.nytimes.com/reuters/2018/03/27/world/europe/27reuters-mideast-crisis-syria-afrin-turkey.html,0.002947907
https://www.nytimes.com/reuters/2018/03/27/business/27reuters-usa-trade-germany.html,0.0029419058
https://www.nytimes.com/reuters/2018/03/27/business/27reuters-saudi-oil.html,0.0027000487
https://www.nytimes.com/reuters/2018/03/27/world/middleeast/27reuters-mideast-crisis-syria-ghouta-group.html,0.0025826672
